!Series_title	"Differential gene expression in WT versus Hem1 KO macrophages"
!Series_geo_accession	"GSE149660"
!Series_status	"Public on Dec 31 2020"
!Series_submission_date	"Apr 30 2020"
!Series_last_update_date	"Jan 02 2021"
!Series_summary	"Gene profiling, using microarray technology, was used to identify differentially expressed genes in bone marrow-differentiated macrophages of Hem1 KO versus Hem1 WT mice"
!Series_overall_design	"Bone marrow of two distinct mice of each genotype was differentiated in vitro into macrophages and cells were collected for analysis"
!Series_type	"Expression profiling by array"
!Series_contributor	"S,,Stahnke"
!Series_contributor	"T,,Stradal"
!Series_contributor	"R,,Geffers"
!Series_sample_id	"GSM4508477 GSM4508478 GSM4508479 GSM4508480 "
!Series_contact_name	"Robert,,Geffers"
!Series_contact_email	"robert.geffers@helmholtz-hzi.de"
!Series_contact_phone	"+49 531-6181-3058"
!Series_contact_laboratory	"Genome Analytics"
!Series_contact_department	"Dep. Molecular Bacteriology"
!Series_contact_institute	"HCI - Helmholtz Centre for Infection Research"
!Series_contact_address	"Inhoffenstr. 7"
!Series_contact_city	"Braunschweig"
!Series_contact_zip/postal_code	"38124"
!Series_contact_country	"Germany"
!Series_supplementary_file	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE149nnn/GSE149660/suppl/GSE149660_RAW.tar"
!Series_platform_id	"GPL23038"
!Series_platform_taxid	"10090"
!Series_sample_taxid	"10090"
!Series_relation	"BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA629566"

!Sample_title	"Hem1_WT_Mac_1"	"Hem1_WT_Mac_2"	"Hem1_KO_Mac_1"	"Hem1_KO_Mac_2"
!Sample_geo_accession	"GSM4508477"	"GSM4508478"	"GSM4508479"	"GSM4508480"
!Sample_status	"Public on Dec 31 2020"	"Public on Dec 31 2020"	"Public on Dec 31 2020"	"Public on Dec 31 2020"
!Sample_submission_date	"Apr 30 2020"	"Apr 30 2020"	"Apr 30 2020"	"Apr 30 2020"
!Sample_last_update_date	"Jan 01 2021"	"Jan 01 2021"	"Jan 01 2021"	"Jan 01 2021"
!Sample_type	"RNA"	"RNA"	"RNA"	"RNA"
!Sample_channel_count	"1"	"1"	"1"	"1"
!Sample_source_name_ch1	"Macrophage"	"Macrophage"	"Macrophage"	"Macrophage"
!Sample_organism_ch1	"Mus musculus"	"Mus musculus"	"Mus musculus"	"Mus musculus"
!Sample_characteristics_ch1	"genotype: WT"	"genotype: WT"	"genotype: Hem1 KO"	"genotype: Hem1 KO"
!Sample_treatment_protocol_ch1	"not applicable"	"not applicable"	"not applicable"	"not applicable"
!Sample_growth_protocol_ch1	"Bone marrow cells were harvested from femurs of mice and differentiated in vitro into macrophages using L929 conditioned medium (RPMI+20%L929cM+10%FCS). Cells were harvested after 8 days differentiation."	"Bone marrow cells were harvested from femurs of mice and differentiated in vitro into macrophages using L929 conditioned medium (RPMI+20%L929cM+10%FCS). Cells were harvested after 8 days differentiation."	"Bone marrow cells were harvested from femurs of mice and differentiated in vitro into macrophages using L929 conditioned medium (RPMI+20%L929cM+10%FCS). Cells were harvested after 8 days differentiation."	"Bone marrow cells were harvested from femurs of mice and differentiated in vitro into macrophages using L929 conditioned medium (RPMI+20%L929cM+10%FCS). Cells were harvested after 8 days differentiation."
!Sample_molecule_ch1	"polyA RNA"	"polyA RNA"	"polyA RNA"	"polyA RNA"
!Sample_extract_protocol_ch1	"RNAeasy (Qiagen). Quality and integrity of total RNA was controlled on Agilent Technologies 2100 Bioanalyzer (Agilent Technologies; Waldbronn, Germany)."	"RNAeasy (Qiagen). Quality and integrity of total RNA was controlled on Agilent Technologies 2100 Bioanalyzer (Agilent Technologies; Waldbronn, Germany)."	"RNAeasy (Qiagen). Quality and integrity of total RNA was controlled on Agilent Technologies 2100 Bioanalyzer (Agilent Technologies; Waldbronn, Germany)."	"RNAeasy (Qiagen). Quality and integrity of total RNA was controlled on Agilent Technologies 2100 Bioanalyzer (Agilent Technologies; Waldbronn, Germany)."
!Sample_label_ch1	"biotin"	"biotin"	"biotin"	"biotin"
!Sample_label_protocol_ch1	"2-10 ng of total RNA were used for biotin labelling according GeneChip® Pico Kit (Affymetrix)."	"2-10 ng of total RNA were used for biotin labelling according GeneChip® Pico Kit (Affymetrix)."	"2-10 ng of total RNA were used for biotin labelling according GeneChip® Pico Kit (Affymetrix)."	"2-10 ng of total RNA were used for biotin labelling according GeneChip® Pico Kit (Affymetrix)."
!Sample_taxid_ch1	"10090"	"10090"	"10090"	"10090"
!Sample_hyb_protocol	"5.5 μg of biotinylated cDNA were fragmented and placed in a hybridization cocktail containing four biotinylated hybridization controls (BioB, BioC, BioD, and Cre) as recommended by the manufacturer. Samples were hybridized to an identical lot of Affymetrix Clariom™ (MTA-1_0) for 17 hours at 45°C. Steps for washing and staining were processed on the fluidics station 450 using the GeneChip® Hybridization, Wash, and Stain Kit (Affymetrix; Santa Clara, CA)."	"5.5 μg of biotinylated cDNA were fragmented and placed in a hybridization cocktail containing four biotinylated hybridization controls (BioB, BioC, BioD, and Cre) as recommended by the manufacturer. Samples were hybridized to an identical lot of Affymetrix Clariom™ (MTA-1_0) for 17 hours at 45°C. Steps for washing and staining were processed on the fluidics station 450 using the GeneChip® Hybridization, Wash, and Stain Kit (Affymetrix; Santa Clara, CA)."	"5.5 μg of biotinylated cDNA were fragmented and placed in a hybridization cocktail containing four biotinylated hybridization controls (BioB, BioC, BioD, and Cre) as recommended by the manufacturer. Samples were hybridized to an identical lot of Affymetrix Clariom™ (MTA-1_0) for 17 hours at 45°C. Steps for washing and staining were processed on the fluidics station 450 using the GeneChip® Hybridization, Wash, and Stain Kit (Affymetrix; Santa Clara, CA)."	"5.5 μg of biotinylated cDNA were fragmented and placed in a hybridization cocktail containing four biotinylated hybridization controls (BioB, BioC, BioD, and Cre) as recommended by the manufacturer. Samples were hybridized to an identical lot of Affymetrix Clariom™ (MTA-1_0) for 17 hours at 45°C. Steps for washing and staining were processed on the fluidics station 450 using the GeneChip® Hybridization, Wash, and Stain Kit (Affymetrix; Santa Clara, CA)."
!Sample_scan_protocol	"Image Analysis was performed on GCOS3000 Scanner and GCOS1.2 Software Suite (Affymetrix; Santa Clara, CA)."	"Image Analysis was performed on GCOS3000 Scanner and GCOS1.2 Software Suite (Affymetrix; Santa Clara, CA)."	"Image Analysis was performed on GCOS3000 Scanner and GCOS1.2 Software Suite (Affymetrix; Santa Clara, CA)."	"Image Analysis was performed on GCOS3000 Scanner and GCOS1.2 Software Suite (Affymetrix; Santa Clara, CA)."
!Sample_data_processing	"Signal intensities (raw data) were log2 transformed and normalized using RMA summarization method."	"Signal intensities (raw data) were log2 transformed and normalized using RMA summarization method."	"Signal intensities (raw data) were log2 transformed and normalized using RMA summarization method."	"Signal intensities (raw data) were log2 transformed and normalized using RMA summarization method."
!Sample_platform_id	"GPL23038"	"GPL23038"	"GPL23038"	"GPL23038"
!Sample_contact_name	"Robert,,Geffers"	"Robert,,Geffers"	"Robert,,Geffers"	"Robert,,Geffers"
!Sample_contact_email	"robert.geffers@helmholtz-hzi.de"	"robert.geffers@helmholtz-hzi.de"	"robert.geffers@helmholtz-hzi.de"	"robert.geffers@helmholtz-hzi.de"
!Sample_contact_phone	"+49 531-6181-3058"	"+49 531-6181-3058"	"+49 531-6181-3058"	"+49 531-6181-3058"
!Sample_contact_laboratory	"Genome Analytics"	"Genome Analytics"	"Genome Analytics"	"Genome Analytics"
!Sample_contact_department	"Dep. Molecular Bacteriology"	"Dep. Molecular Bacteriology"	"Dep. Molecular Bacteriology"	"Dep. Molecular Bacteriology"
!Sample_contact_institute	"HCI - Helmholtz Centre for Infection Research"	"HCI - Helmholtz Centre for Infection Research"	"HCI - Helmholtz Centre for Infection Research"	"HCI - Helmholtz Centre for Infection Research"
!Sample_contact_address	"Inhoffenstr. 7"	"Inhoffenstr. 7"	"Inhoffenstr. 7"	"Inhoffenstr. 7"
!Sample_contact_city	"Braunschweig"	"Braunschweig"	"Braunschweig"	"Braunschweig"
!Sample_contact_zip/postal_code	"38124"	"38124"	"38124"	"38124"
!Sample_contact_country	"Germany"	"Germany"	"Germany"	"Germany"
!Sample_supplementary_file	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4508nnn/GSM4508477/suppl/GSM4508477_Stahnke1005_Clariom_S_Mouse_.CEL.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4508nnn/GSM4508478/suppl/GSM4508478_Stahnke1006_Clariom_S_Mouse_.CEL.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4508nnn/GSM4508479/suppl/GSM4508479_Stahnke1007_Clariom_S_Mouse_.CEL.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4508nnn/GSM4508480/suppl/GSM4508480_Stahnke1008_Clariom_S_Mouse_.CEL.gz"
!Sample_data_row_count	"29129"	"29129"	"29129"	"29129"
!series_matrix_table_begin
"ID_REF"	"GSM4508477"	"GSM4508478"	"GSM4508479"	"GSM4508480"
"AFFX-BioB-3_at"	9.064532805	8.890410093	8.924257375	8.744799671
"AFFX-BioB-5_at"	8.944619344	8.784835911	8.753603772	8.723006264
"AFFX-BioB-M_at"	9.588055501	9.187210094	9.268324515	9.329306939
"AFFX-BioC-3_at"	9.67976563	9.541865618	9.44955657	9.477120257
"AFFX-BioC-5_at"	10.48125096	10.30717303	10.26035348	10.28939639
"AFFX-BioDn-3_at"	11.91624596	11.71629242	11.7751143	11.70923214
"AFFX-BioDn-5_at"	11.12395221	10.81638235	10.81625752	10.79087848
"AFFX-BkGr-GC03_st"	3.273161561	3.202379095	3.475178086	3.07218913
"AFFX-BkGr-GC04_st"	3.236230521	3.191638996	3.495965362	3.074691671
"AFFX-BkGr-GC05_st"	3.275280815	3.234199498	3.547905798	3.110474956
"AFFX-BkGr-GC06_st"	3.329791882	3.240642882	3.577013449	3.146518944
"AFFX-BkGr-GC07_st"	3.37815481	3.30140513	3.604043161	3.227124259
"AFFX-BkGr-GC08_st"	3.411064257	3.315944854	3.637897094	3.265921367
"AFFX-BkGr-GC09_st"	3.458687886	3.403008882	3.704733338	3.31194458
"AFFX-BkGr-GC10_st"	3.55141592	3.45540626	3.749924398	3.407959291
"AFFX-BkGr-GC11_st"	3.633184429	3.552518796	3.832513031	3.467809526
"AFFX-BkGr-GC12_st"	3.787941866	3.66651033	3.980790109	3.599460798
"AFFX-BkGr-GC13_st"	3.966218189	3.869140928	4.175328726	3.773068828
"AFFX-BkGr-GC14_st"	4.293122957	4.111830403	4.377759262	4.017102974
"AFFX-BkGr-GC15_st"	4.524801715	4.342830067	4.657782159	4.260480052
"AFFX-BkGr-GC16_st"	5.262424313	5.007577556	5.293814585	4.883822251
"AFFX-BkGr-GC17_st"	5.59241529	5.342380328	5.593313772	5.26642547
"AFFX-BkGr-GC18_st"	6.241051376	5.976271488	6.256744887	5.887435041
"AFFX-BkGr-GC19_st"	6.693361907	6.316519155	6.589047103	6.236820248
"AFFX-BkGr-GC20_st"	7.030181006	6.71057203	6.875954303	6.687995577
"AFFX-BkGr-GC21_st"	7.363506021	7.123889814	7.33272947	7.119204632
"AFFX-BkGr-GC22_st"	7.884440413	7.631119283	7.846914434	7.628587952
"AFFX-BkGr-GC23_st"	7.861424658	7.628551721	7.861002437	7.64789635
"AFFX-BkGr-GC24_st"	7.548240962	7.428720165	7.554671442	7.487081921
"AFFX-BkGr-GC25_st"	7.978104005	8.024143979	8.006750453	7.917957771
"AFFX-CreX-3_at"	12.73610521	12.60353263	12.46407985	12.51220471
"AFFX-CreX-5_at"	12.92643593	12.70984497	12.58645636	12.59878281
"AFFX-DapX-3_st"	9.557951856	9.981020977	9.408235174	9.549128474
"AFFX-DapX-5_st"	6.969391097	6.776686031	6.489716203	6.513698881
"AFFX-DapX-M_st"	7.946836214	8.200773574	7.200103652	7.676572894
"AFFX-LysX-3_st"	6.416116784	6.416079368	6.790212076	6.100747881
"AFFX-LysX-5_st"	4.285831795	3.992052749	4.323865166	3.677996254
"AFFX-LysX-M_st"	6.546430235	6.524672388	6.498896626	6.032603501
"AFFX-PheX-3_st"	7.020763561	7.036176156	7.550079387	6.727930611
"AFFX-PheX-5_st"	4.583540684	4.289705831	4.710168179	4.238929794
"AFFX-PheX-M_st"	5.821057468	5.876463476	5.543039098	5.302114259
"AFFX-r2-Bs-dap-3_st"	8.816545584	9.023538166	8.624292057	8.606031211
"AFFX-r2-Bs-dap-5_st"	7.042188266	6.63366696	6.838459423	6.401167667
"AFFX-r2-Bs-dap-M_st"	6.427861692	6.762684369	5.58811959	6.481483595
"AFFX-r2-Bs-lys-3_st"	6.355767901	5.962972225	6.266968891	5.728485205
"AFFX-r2-Bs-lys-5_st"	3.847073028	4.098079358	3.946008444	3.976701907
"AFFX-r2-Bs-lys-M_st"	5.670337038	5.645636212	5.563769324	5.665731829
"AFFX-r2-Bs-phe-3_st"	7.329012067	7.083056362	6.867807963	7.056951336
"AFFX-r2-Bs-phe-5_st"	4.500879207	3.909827607	4.657530108	4.05832225
"AFFX-r2-Bs-phe-M_st"	5.459069124	5.384776284	5.083866256	5.205264558
"AFFX-r2-Bs-thr-3_s_st"	8.258391559	7.59162763	7.26355001	7.731642847
"AFFX-r2-Bs-thr-5_s_st"	6.139742401	4.948119609	5.570437865	5.012113966
"AFFX-r2-Bs-thr-M_s_st"	6.657348752	5.573760156	5.86486064	5.761778811
"AFFX-r2-Ec-bioB-3_at"	9.552848601	9.325965486	9.294782638	9.312562482
"AFFX-r2-Ec-bioB-5_at"	9.467279181	9.433275684	9.428010062	9.328075957
"AFFX-r2-Ec-bioB-M_at"	9.407016525	9.187567874	9.138041999	8.878812513
"AFFX-r2-Ec-bioC-3_at"	10.3461549	10.31126048	10.36066365	10.21465118
"AFFX-r2-Ec-bioC-5_at"	10.64983528	10.61892251	10.49568798	10.39715556
"AFFX-r2-Ec-bioD-3_at"	12.05180142	11.90732367	11.83649472	11.70723881
"AFFX-r2-Ec-bioD-5_at"	11.63790283	11.46245952	11.57037384	11.29364368
"AFFX-r2-P1-cre-3_at"	13.33519762	13.21863823	13.11639218	13.13417477
"AFFX-r2-P1-cre-5_at"	13.09265805	12.96319902	12.87483735	12.77906938
"AFFX-ThrX-3_st"	8.917791876	8.160639539	8.21431858	8.309032921
"AFFX-ThrX-5_st"	5.485965852	4.959936106	5.204630151	4.943937093
"AFFX-ThrX-M_st"	6.053064578	5.360001102	5.851459116	5.550751774
"AFFX-TrpnX-3_st"	4.120981262	3.807729479	4.162082879	3.698685957
"AFFX-TrpnX-5_st"	4.044530777	3.899451019	4.161542841	3.756523716
"AFFX-TrpnX-M_st"	5.465303378	5.235795811	5.70079662	4.890948213
"ERCCmix1step1"	5.616548939	5.538833829	5.778999679	5.384236012
"ERCCmix1step10"	4.629567909	4.711165354	5.05119111	4.922744782
"ERCCmix1step11"	6.386173082	6.59247792	6.830845512	6.219312887
"ERCCmix1step12"	4.589358545	4.327450678	4.662195721	4.397712411
"ERCCmix1step13"	4.59694688	4.329361824	4.865082526	4.145344089
"ERCCmix1step14"	4.909495213	4.6879049	4.845133123	4.71105061
"ERCCmix1step15"	4.395471039	4.167293952	4.544260664	3.914937265
"ERCCmix1step16"	4.105138155	3.679855945	4.255951608	3.902232471
"ERCCmix1step17"	4.531897111	4.496796375	4.793200398	4.461477096
"ERCCmix1step18"	4.418418422	4.286254079	4.780834478	4.544116965
"ERCCmix1step19"	6.347146227	5.845456525	6.203001292	5.726194763
"ERCCmix1step2"	7.079313266	6.96274018	7.135130643	7.188734612
"ERCCmix1step20"	4.762170634	4.609539465	4.853649623	4.314076488
"ERCCmix1step21"	6.6396774	5.97532185	7.045058241	5.925428074
"ERCCmix1step22"	6.881617106	6.8515575	7.437548023	6.757264299
"ERCCmix1step3"	5.226442493	4.818598762	5.347798972	4.903195368
"ERCCmix1step4"	5.210958024	5.027340697	5.46718498	5.217954895
"ERCCmix1step5"	5.285644607	5.035955869	5.378200108	5.141127776
"ERCCmix1step6"	3.958864284	3.842478598	4.156381109	3.713849854
"ERCCmix1step7"	4.805698624	4.457695629	5.016101953	4.3626024
"ERCCmix1step8"	5.063727419	5.109705339	5.524569948	4.897370893
"ERCCmix1step9"	4.911319603	4.789212591	5.072439944	4.532520944
"ERCCmix2step1"	7.079313266	6.96274018	7.135130643	7.188734612
"ERCCmix2step10"	4.828120416	4.829218374	5.268949302	4.623005864
"ERCCmix2step11"	5.330404455	4.999975718	5.260283859	4.943104123
"ERCCmix2step12"	4.635768335	4.458362539	4.622519805	4.172681451
"ERCCmix2step13"	4.150663115	3.978534628	4.328060235	3.906300916
"ERCCmix2step14"	4.353822166	4.310672345	4.516359376	4.144721808
"ERCCmix2step15"	5.038395965	4.729478289	5.213314466	4.604688945
"ERCCmix2step16"	5.501904358	4.94218783	5.288183544	5.146331128
"ERCCmix2step17"	5.17505363	5.035731064	5.453149601	5.065588616
"ERCCmix2step18"	5.893888036	5.631447329	5.876380178	5.444704581
"ERCCmix2step19"	4.565471155	4.384614836	4.766962577	4.137279828
"ERCCmix2step2"	6.623418104	6.341527435	6.873346678	6.27360776
"ERCCmix2step20"	5.931507811	5.643691733	6.020197164	5.582765944
"ERCCmix2step21"	4.283746028	4.259739489	4.593123999	4.233089455
"ERCCmix2step22"	4.132782354	3.994994941	4.336431683	3.68133361
"ERCCmix2step23"	5.507264179	5.564050161	5.472819853	5.242128873
"ERCCmix2step24"	4.088617549	3.919676568	4.237413815	3.774204947
"ERCCmix2step25"	4.56469697	4.43031249	4.538292134	4.532563762
"ERCCmix2step26"	4.708984534	4.541753443	4.873855726	4.374209575
"ERCCmix2step27"	4.239391943	3.95769575	4.43296403	3.882894603
"ERCCmix2step28"	5.615664888	5.417681891	5.838625153	5.354270104
"ERCCmix2step29"	4.424369903	4.325176256	4.808604205	4.157419944
"ERCCmix2step3"	6.017974189	5.761712971	6.222904769	5.647093429
"ERCCmix2step30"	3.619849332	3.649814411	3.964557938	3.534100979
